web-scraper-order,web-scraper-start-url,name,rating,name-link,name-link-href,price-food,name-food,colonia
1616632455-7095,https://www.rappi.com.mx/restaurantes/category/pizza,Pizza & More,null,Temporalmente no disponible  Pizza & More  Pizza  35 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923226273,179,Pizza Quesos,pueblito
1616632558-7452,https://www.rappi.com.mx/restaurantes/category/pizza,Il Pizzaiolo Qro,4.2,Il Pizzaiolo Qro  4.2  Pizza  42 min ¡92% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923257737,189,4 Formaggi,pueblito
1616632517-7223,https://www.rappi.com.mx/restaurantes/category/pizza,Piacere Italiano,null,"Piacere Italiano  Pizza ,  Italiana  35 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923275006,180,Pizza 4 Stagioni,pueblito
1616632414-6908,https://www.rappi.com.mx/restaurantes/category/pizza,Estacion 19,null,Temporalmente no disponible  Estacion 19  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923261247,402,Alitas de Pollo 30,pueblito
1616632517-7238,https://www.rappi.com.mx/restaurantes/category/pizza,Piacere Italiano,null,"Piacere Italiano  Pizza ,  Italiana  35 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923275006,330,Medaglioni di Manzo,pueblito
1616632517-7230,https://www.rappi.com.mx/restaurantes/category/pizza,Piacere Italiano,null,"Piacere Italiano  Pizza ,  Italiana  35 min ¡90% OFF EN TODO! MÍN. $100 RappiCard",https://www.rappi.com.mx/restaurantes/1923275006,175,Pasta alla Bolognese,pueblito
1616632414-6930,https://www.rappi.com.mx/restaurantes/category/pizza,Estacion 19,null,Temporalmente no disponible  Estacion 19  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923261247,62,Minerva Viena 355 ml,pueblito
1616632435-7039,https://www.rappi.com.mx/restaurantes/category/pizza,Abuelita´S Pizza,4.7,Temporalmente no disponible  Abuelita´S Pizza  4.7  Pizza  29 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923213742,248,Pizza Mexicana,pueblito
1616632599-7593,https://www.rappi.com.mx/restaurantes/category/pizza,Trapani Pizza,4.8,Trapani Pizza  4.8  Pizza  46 min ● $31  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1306704701,150,Pizza Pepperoni Especial,pueblito
1616632589-7555,https://www.rappi.com.mx/restaurantes/category/pizza,Piu Pizza,4.8,Piu Pizza  4.8  Pizza  35 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard,https://www.rappi.com.mx/restaurantes/1923219405,165,Pizza Vesuvio,pueblito
